[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-18 13:49:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-18 13:49:15] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754\
[2025-03-18 13:49:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e05420b-KTZrOy.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.min.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:c4f6c403e99fb37cb496c3844b332823db7c5837===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:612; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e05864e-mp9S9b.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js?simply_static_page=1120
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js?simply_static_page=1120
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 23519 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e05864e-mp9S9b.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:2855a994e1f9ffaaef40a60611afab9277aa0c7b===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:611; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e05ccc4-DgLNPE.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css?simply_static_page=1121
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css?simply_static_page=1121
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 9117 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e05ccc4-DgLNPE.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:1c3c799d092725d140986f45dc4d6494ae43c327===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:610; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e06eb4e-BEfu5i.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.js?simply_static_page=1122
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.js?simply_static_page=1122
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 4708 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/share-link/share-link.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e06eb4e-BEfu5i.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/share-link/share-link.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:499cd76657b3d81caaf9a9fd81158390a7df9e4d===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:609; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e07099c-bOJnmH.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?simply_static_page=1123
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?simply_static_page=1123
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 2752 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e07099c-bOJnmH.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:5e1af547846d7b5caa8171f92637c06989177d1e===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:608; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0725a3-ldwPgs.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css?simply_static_page=1124
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css?simply_static_page=1124
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 19301 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0725a3-ldwPgs.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:9fd69fad45bd23f24f648d587e0a1945c3223e52===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:607; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e07f1f2-7930Km.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?simply_static_page=1125
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?simply_static_page=1125
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 16471 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e07f1f2-7930Km.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:32a53342901fef5f4f4dbb26a555e730f84437a4===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:606; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e08ef68-zKy0WW.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js?simply_static_page=1126
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js?simply_static_page=1126
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 321251 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e08ef68-zKy0WW.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:c0bb0325675750a1f4aadfa1ae01e996b7d4d6eb===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:605; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0a504f-nZkDGp.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?simply_static_page=1127
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?simply_static_page=1127
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 143709 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0a504f-nZkDGp.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:f8f89387c9aca9d524bb638eae457d4659efca52===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:604; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0accbc-FKkCud.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js?simply_static_page=1128
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js?simply_static_page=1128
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 7812 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0accbc-FKkCud.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:58dc6ad72cdd6a549bb19fcb9fcbfaf10a49c2ba===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:603; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0b0fe8-kefiF2.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js?simply_static_page=1129
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js?simply_static_page=1129
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 4987 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0b0fe8-kefiF2.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:72c1a770198fa3db75b004a1703dd080f68fc43f===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-bar.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:602; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0b4fc4-0x24ph.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-bar.css?simply_static_page=1130
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-bar.css?simply_static_page=1130
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 808 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/admin-bar.css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0b4fc4-0x24ph.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/admin-bar.css
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:75b0fd55817cbeb268e06f544a45b73a6d7b1191===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-bar.min.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:601; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0b7527-R35uGk.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-bar.min.css?simply_static_page=1131
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-bar.min.css?simply_static_page=1131
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 659 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/admin-bar.min.css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0b7527-R35uGk.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/admin-bar.min.css
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:823462ff419caccf1bccbf0265385f15a2775eb2===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-rtl.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:600; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0b9818-bv0Uu3.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-rtl.css?simply_static_page=1132
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-rtl.css?simply_static_page=1132
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 131359 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/admin-rtl.css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e0b9818-bv0Uu3.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/admin-rtl.css
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:20] [class-ss-page.php:119] Checking Content Identical:c039ec5f27dd28b05ad46376f4fa781523ee7b50===. Value: FALSE
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-rtl.min.css
[2025-03-18 13:49:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:599; Total: 834
[2025-03-18 13:49:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e0c0ec1-9b726E.tmp
[2025-03-18 13:49:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-rtl.min.css?simply_static_page=1133
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/admin-rtl.min.css?simply_static_page=1133
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:103] Filesize: 108638 bytes
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/admin-rtl.min.css
